neg,neu,pos,compound,title,label,timestamp
0,1,0,0,Bullish4life,0,2022-10-13
0,1,0,0,Sold TSLA calls and bought puts today morning….,0,2022-10-13
0,1,0,0,just stay for a little bit,0,2022-10-13
0,1,0,0,Selling against the box:,0,2022-10-13
0,1,0,0,I guess we’ll see,0,2022-10-13
0,1,0,0,It’s been long over due,0,2022-10-13
0.577,0.423,0,-0.6249,Words spoken before disaster:,-1,2022-10-13
0,1,0,0,CPI sold puts at open and switched to calls. goal is $300 - $3000,0,2022-10-13
0,1,0,0,For the CPIooors,0,2022-10-13
0,1,0,0,Facebook/MetaPlatform's Potential Revenue Guidance Today Afterhours,0,2022-10-13
0,1,0,0,Market in Volatility-Ciovacco Capital,0,2022-10-13
0.315,0.685,0,-0.3182,made money and then lost it,-1,2022-10-13
0,1,0,0,Welp… will update later on….,0,2022-10-13
0,1,0,0,Proof for guys calling bs on me switching to puts,0,2022-10-13
0.095,0.766,0.14,0.25,Things to look for to prove a relief rally is in place: The US dollar and 10-year need to drop.,1,2022-10-13
0,0.656,0.344,0.2732,Oh my god I was right…,1,2022-10-13
0,1,0,0,Paying for 'trading' courses,0,2022-10-13
0,0.323,0.677,0.2732,YOLO $PBR,1,2022-10-13
0,1,0,0,$8.5k index PUTS printer coming after 🔥 CPI numbers.,0,2022-10-13
0,1,0,0,tightening + bailouts ?,0,2022-10-13
0,1,0,0,$TSLA im calling it earnings will be on 19 😎😎waiting for my calls diamonds on hands the will be historical move next week,0,2022-10-13
0,0.417,0.583,0.4215,Bulls stay gaining,1,2022-10-13
0.291,0.709,0,-0.5719,I think my parents hate me after buying GME at 115$,-1,2022-10-13
0,0.639,0.361,0.3089,"Helppp me, never chase losses",1,2022-10-13
0.474,0.526,0,-0.6705,"Oh look, they added a suicide hotline",-1,2022-10-13
0.38,0.62,0,-0.6467,Guys the reason the west hate Putin !!,-1,2022-10-13
0,1,0,0,Gold standard act 🚀🚀🚀🚀,0,2022-10-13
0.252,0.748,0,-0.4023,ELI5: is the MSFT-ATVI deal not just free money?,-1,2022-10-13
0,1,0,0,"Quick, someone get a GoFundMe started!",0,2022-10-13
0,1,0,0,I have $125 to throw away... what put should I buy? or should i just burn the money?,0,2022-10-13
0,0.73,0.27,0.5719,Ruth from the Ozarks would be the perfect Wall Street spokesperson,1,2022-10-13
0,1,0,0,It’s that time of day again,0,2022-10-13
0,1,0,0,Who woulda thunk it???,0,2022-10-13
0,1,0,0,Inflation to the Moon🚀,0,2022-10-13
0,0.769,0.231,0.128,How “investors” are feeling right now,0,2022-10-13
0.241,0.658,0.101,-0.4939,The government when you forget about the adjustable 30 year monthly tax rate increase on your shit mortgage:,-1,2022-10-13
0,0.707,0.293,0.4404,"Is NEGG a good buy right now at $2,06?",1,2022-10-13
0,1,0,0,Someone take my trading apps away from me.,0,2022-10-13
0.214,0.536,0.25,0.1027,I'm too mentally fatigued to feel anything lol,0,2022-10-13
0,1,0,0,King Chad at it again,0,2022-10-13
0,1,0,0,Does this mean the bottom is in?,0,2022-10-13
0,1,0,0,Will I be able to pull myself out? Tune in next week to find out.,0,2022-10-13
0.21,0.79,0,-0.3382,CPI: 8.2% instead of 8.1% expected. SPY touches a new low!,-1,2022-10-13
0.762,0.238,0,-0.4939,We’re screwed.,-1,2022-10-13
0,0.392,0.608,0.7351,Hope tomorrow is just as fun,1,2022-10-13
0,1,0,0,Any idea why my RH cash account would get this message? Trade 0dte 10-15 times a day and never seen this?,0,2022-10-13
0,0.714,0.286,0.4939,"I think this is it, my life savings pretty much",1,2022-10-13
0,0.508,0.492,0.4404,Zip recruiter looking good,1,2022-10-13
0,0.927,0.073,0.2023,$400 to $13800 just under two hours this morning playing SPX reversal. Sold all five contracts one at a time as SPX going back up.,1,2022-10-13
0,1,0,0,H&S JPM 5min chart today,0,2022-10-13
0,1,0,0,"Me Friday, 10 mins after opening",0,2022-10-13
0.259,0.741,0,-0.1027,Time to Pay the Piper,0,2022-10-13
0,0.746,0.254,0.6249,10-year Treasury yield jumps back above 4% after CPI tops expectations.. can inflation be controlled? $wba $blk,1,2022-10-13
0,1,0,0,I turned into a homeless with Gucci outfit,0,2022-10-13
0,1,0,0,Tommy Tuberville with numerous large stock trades on October 12th,0,2022-10-13
0,1,0,0,"The WSB Trash Bin, Discussion Thread for the Week of October 14, 2022",0,2022-10-13
0.365,0.635,0,-0.3182,New Definition of a Bull Trap,-1,2022-10-13
0,1,0,0,Who buys calls😂😂😂😂 are you guys not looking at the macro !!,0,2022-10-13
0,1,0,0,Will you buy Tesla and give money for Elon to purchase Twitter or you would rather buy Twitter and get money from Elon ?,0,2022-10-13
0,1,0,0,"Daily Discussion Thread for October 12, 2022",0,2022-10-13
0.105,0.658,0.237,0.25,"You sure your want to ""Buy the Fucking Dip"" by catching a falling knife?",1,2022-10-13
0,0.784,0.216,0.5106,"My ""Bear market Rally"" Recipe 2 : Strong Bullish Divergence on the daily $SPX chart.",1,2022-10-13
0,0.508,0.492,0.4404,That's some good leverage,1,2022-10-13
0.293,0.707,0,-0.4404,The Motley Fool writers are just WSB degenerates,-1,2022-10-13
0.205,0.795,0,-0.4767,Took this position a few minutes before market close. I think something’s wrong with me…,-1,2022-10-13
0,1,0,0,I logged into my account and it only shows this,0,2022-10-13
0.236,0.671,0.093,-0.5994,"friendly reminder, it take 7 years to recover for 2000 dotcom crash, it take 5 years to recover for 2007/2008 crash, it take 1 year to recover for 2015 crash",-1,2022-10-13
0.247,0.449,0.303,0.128,"TESLA buyback possibility, yes or no?",0,2022-10-13
0,0.545,0.455,0.3612,Cheniere and Natural Gas,1,2022-10-13
0,1,0,0,RIP in piece. Getting “52-week low” notifications every 3 seconds,0,2022-10-13
0,1,0,0,iT wAs A TRenDinG dAy,0,2022-10-13
0,1,0,0,rate my pewdiepie fanart guys,0,2022-10-13
0.075,0.827,0.098,0.1708,Not Even bad CPI can stem the tide of Ultraviolence against my puts.I just wanted to break even before my birthday. it's just not fucking fair.,0,2022-10-13
0,0.476,0.524,0.5106,Some SPY fun today,1,2022-10-13
0,0.656,0.344,0.2732,Oh my god I was right…,1,2022-10-13
0.325,0.499,0.177,-0.5231,What should I YOLO this shit in? Calls? Puts? Your mom?,-1,2022-10-13
0,1,0,0,Time to Sell TSLA or Buy the Dip??,0,2022-10-13
0,0.545,0.455,0.3612,WSB lurkers be like:,1,2022-10-13
0,0.545,0.455,0.3612,We like the stock.😎,1,2022-10-13
0,1,0,0,For those of you who don't believe in the inverse Cramer ETF,0,2022-10-13
0,0.823,0.177,0.4215,Spy puts 🤦🏾‍♂️ … I have until the end of the month for a rug pull lol,1,2022-10-13
0.254,0.56,0.187,-0.2695,Oops. Should I throw in my whole Walmart check tmrw!?! Haha fuck.,-1,2022-10-13
0,1,0,0,Costume Contest,0,2022-10-13
0,1,0,0,Draftkings Earnings 11/4,0,2022-10-13
0.237,0.763,0,-0.4767,Highly regarded WSB gamblers when SPY goes up on terrible news,-1,2022-10-13
0.214,0.536,0.25,0.1027,I'm too mentally fatigued to feel anything lol,0,2022-10-13
0,1,0,0,RIP 💔,0,2022-10-13
0,0.708,0.292,0.5106,"Lord, give me the confidence of Janet Yellen. Amen",1,2022-10-13
0.207,0.615,0.179,-0.128,It’s been an honor to surf in all these chaos with you all,0,2022-10-13
0,0.87,0.13,0.2023,US Treasury asks major banks if it should buy back U.S. government bonds,1,2022-10-13
0,1,0,0,It’s been a roller coaster ride 🎢,0,2022-10-13
0.272,0.597,0.132,-0.7783,"Raise your hand if you've ever been banned from Facebook for soməthing dumb. Now, keep your hand up if you're spending money to participate on a platform that will probably ban you for soməthing dumb again.",-1,2022-10-13
0,1,0,0,180 degree turnaround,0,2022-10-13
0,0.685,0.315,0.8328,Finally the market went my way. Probably gonna take it back like a vengeful ex girlfriend but today is a win!!!,1,2022-10-13
0,1,0,0,checking my portfolio after liz truss’s mini budget,0,2022-10-13
0.375,0.625,0,-0.5859,Anyone else get drunk at the bar and make a mistake,-1,2022-10-13
0,0.762,0.238,0.3612,what trading OPTIONS for the first time feels like,1,2022-10-13
0,0.876,0.124,0.34,Kroger is in talks to merge with Albertsons per Bloomberg. Do you think this is a pricing power play? 😕,1,2022-10-13
0.138,0.862,0,-0.485,"Sorry to put you on blast Swift_42690, but your post wasn't that popular and ppl need to see your reasoning for buying puts this morning (positions next page).",-1,2022-10-13
0,1,0,0,I have $125 to throw away... what put should I buy? or should i just burn the money?,0,2022-10-13
0,1,0,0,Go Kathy!,0,2022-10-13
0.068,0.932,0,-0.2433,I found the reason why we bounced so fucking hard. Robinhood was telling us all along.. 🤦‍♂️ ATH confirmed on the five year chart.. it was so obvious noobs.,-1,2022-10-13
0,1,0,0,What to do now?,0,2022-10-13
0,0.444,0.556,0.3612,Bankers be like 🤔,1,2022-10-13
0.385,0.615,0,-0.3612,31 Trillion in US Debt 😐,-1,2022-10-13
0.307,0.693,0,-0.4767,It just keeps getting worse every single day.,-1,2022-10-13
0,1,0,0,To the moon this Christmas boys!!,0,2022-10-13
0,0.545,0.455,0.3612,Looking like Ronald McDonald 🤡,1,2022-10-13
0.383,0.564,0.053,-0.9022,"Top is in bitches, tomorrow going be red. Motherfuckers just buying out of fear or greed. Then again I’m always wrong do the opposite.",-1,2022-10-13
0,1,0,0,So....I was at over 200k peak from options(+180k),0,2022-10-13
0,0.707,0.293,0.4404,"Is NEGG a good buy right now at $2,06?",1,2022-10-13
0,1,0,0,It’s that time of day again,0,2022-10-13
0,1,0,0,Permabulls this past month,0,2022-10-13
0.174,0.826,0,-0.7096,kimmy griffin desperate trying anything. He knows retail controls the market. I think from what he said in article she and her cronies are going to deliberately bankrupt companies very soon,-1,2022-10-13
0,0.814,0.186,0.5321,Not too bad little gambling. Took a small gambling and thought id be down a lot more. Phew!!,1,2022-10-13
0,1,0,0,Paper hands,0,2022-10-13
0.73,0.27,0,-0.4019,Financial Problems,-1,2022-10-13
0.767,0.233,0,-0.765,pain. so much pain.,-1,2022-10-13
0,1,0,0,Puts on Pfizer?,0,2022-10-13
0.211,0.789,0,-0.34,Accidentally bought calls at 7:30am when I meant to buy puts,-1,2022-10-13
0,1,0,0,Kroger to Buy Albertsons,0,2022-10-13
0,1,0,0,"Weekend Discussion Thread for the Weekend of October 15, 2022",0,2022-10-13
0,1,0,0,TM out NIKOLA in,0,2022-10-13
0.298,0.702,0,-0.6876,Calling it now! Priced in for everything bad! Tomorrow is Green AF!!!!,-1,2022-10-13
0.125,0.689,0.186,0.34,"Bought these puts yesterday with profits from my calls at the EOD Thursday, thinking we will at least get a mini pullback, but instead was blessed with a nasty sell off.🌈 🐻.",1,2022-10-13
0,1,0,0,What program are people using now to trade?,0,2022-10-13
0,0.71,0.29,0.5686,Wendy's! One of the most popular meme stocks on WSB! 🤣,1,2022-10-13
0,1,0,0,Bullish4life,0,2022-10-13
0,0.728,0.272,0.6249,"Felt great a couple of hours ago, then got slapped with reality again..",1,2022-10-13
0,0.6,0.4,0.25,New Night Vision Technology,1,2022-10-13
0.079,0.921,0,-0.2023,"Royal Caribbean, Norwegian and carnival up 12%+ from lows, gonna buy calls in tourism/entertainment that hasn't yet shot up on their wake",-1,2022-10-13
0,1,0,0,"Daily Discussion Thread for October 14, 2022",0,2022-10-13
0.347,0.139,0.514,0.296,Ignorance is bliss,1,2022-10-13
0,1,0,0,Puts on Retail - Thursday at the Mal,0,2022-10-13
0,1,0,0,CPI Insight From Autists,0,2022-10-13
0,0.566,0.434,0.3182,Can someone please explain?,1,2022-10-13
0,1,0,0,Tell me Snapchat is out of money without telling me that Snapchat is out of money,0,2022-10-13
0,1,0,0,"In the last 17 months, CPI came below estimates only once",0,2022-10-13
0,1,0,0,Whats going on with Compass Pathways,0,2022-10-13
0.122,0.696,0.183,0.34,Which market index do you feel is best for buying puts on to capitalize on this 2022 Recession?,1,2022-10-13
0.467,0.533,0,-0.5423,Anyone else have a bad day?,-1,2022-10-13
0.718,0.091,0.191,-0.7003,Yolo gone wrong. Cut losses ?,-1,2022-10-13
0.368,0.632,0,-0.5423,If bad cpi = homeless for me. 🥹😀🪦🪦💀💀,-1,2022-10-13
0,1,0,0,Banks report mixed results,0,2022-10-13
0,1,0,0,The only hedge you need,0,2022-10-13
0,1,0,0,Maybe we should listen to our wives...,0,2022-10-13
0,1,0,0,Found a bathroom where we belong,0,2022-10-13
0.128,0.559,0.313,0.3182,US TREASURY SECRETARY YELLEN: I'M CONCERNED ABOUT THE LOSS OF ADEQUATE LIQUIDITY IN TREASURIES,1,2022-10-13
0,1,0,0,Tasty CPI,0,2022-10-13
0,0.639,0.361,0.3089,"Helppp me, never chase losses",1,2022-10-13
0,0.317,0.683,0.8233,"Nothing big or crazy, but I like profits",1,2022-10-13
0,1,0,0,Could those numbers changed when we look back wards?,0,2022-10-13
0,1,0,0,Selling against the box:,0,2022-10-13
0,1,0,0,When majority of the regards here go short you go long,0,2022-10-13
0,1,0,0,Hahahahahahah. 4,0,2022-10-13
0.173,0.827,0,-0.3182,"Guess I’m in the Loss Porn club now boys, where do I sit?",-1,2022-10-13
0,1,0,0,Bag holders,0,2022-10-13
0.386,0.614,0,-0.6597,My 200 OTM SPY puts got murdered 10/13,-1,2022-10-13
0.259,0.741,0,-0.2732,Gamble at your own Risk - Global Lehman,-1,2022-10-13
0.154,0.846,0,-0.2057,Wait... so gravity isn't the renewable energy source of the future?,-1,2022-10-13
0,1,0,0,For the CPIooors,0,2022-10-13
0,0.741,0.259,0.4215,~ When to Raise Rates and How I Saved the Economy ~,1,2022-10-13
0,0.764,0.236,0.5719,CPI prediction came in about as close to perfect as i could have hoped...,1,2022-10-13
0,1,0,0,Bear Market,0,2022-10-13
0.213,0.787,0,-0.2263,Alaska Cancels Snow Crab Season Amid Population Decline,-1,2022-10-13
0,1,0,0,I'm placing a call on Wallstreetbets.,0,2022-10-13
0,0.598,0.402,0.5719,Been playing it safe. A few K here and few K there,1,2022-10-13
0,1,0,0,2022 in a nutshell,0,2022-10-13
0,1,0,0,BuT tHe FeD hAs To PiVot..... 100 BP here we come,0,2022-10-13
0.375,0.625,0,-0.34,Warning from BANK OF AMERICA,-1,2022-10-13
0,0.653,0.347,0.4926,I think I'm having a good year so far!,1,2022-10-13
0,1,0,0,Brain Cells Gone,0,2022-10-13
0,1,0,0,silver to the MOON,0,2022-10-13
0,0.571,0.429,0.9413,"Spy Puts for the win with CPI. Thanks bulls, small win but win non the less. Got back in with profits at peak bounce today. 🙏🏻",1,2022-10-13
0,0.893,0.107,0.2023,"""I am not concerned by anything I see in the markets"" says US Treasury Secretary, Janet Yellen.",1,2022-10-13
0.355,0.645,0,-0.296,Can it go any lower?,-1,2022-10-13
0,0.508,0.492,0.4404,The good ole days.,1,2022-10-13
0,1,0,0,memes 🤣💔,0,2022-10-13
0,1,0,0,𝗜 𝗰𝗮𝗻𝘁 𝘄𝗮𝗶𝘁 𝗳𝗼𝗿 𝗮𝗻𝗼𝘁𝗵𝗲𝗿 𝘁𝗲𝗿𝗿𝗶𝗯𝗹𝗲 ͎𝗖͎𝗣͎𝗜͎ ͎ 𝗿𝗲𝗽𝗼𝗿𝘁 𝘁𝗼 𝗱𝗿𝗼𝗽.. 𝗧𝗵𝗮𝘁 𝘄𝗮𝘀 𝗳𝘂𝗻!,0,2022-10-13
0,0.87,0.13,0.128,Alright guys my first YOLO.. not much but enough for me,0,2022-10-13
0.524,0.476,0,-0.6597,Chinese Chip Companies are Fucked,-1,2022-10-13
0,1,0,0,Highest rank yet...,0,2022-10-13
0.615,0.385,0,-0.4939,Elon the menace,-1,2022-10-13
0,1,0,0,Picture of current events. Another 75 bps due Nov 2.,0,2022-10-13
0,1,0,0,Bear quotes for bears,0,2022-10-13
0,1,0,0,Stonks. Only. Go. Up. (part II),0,2022-10-13
0,1,0,0,Trading stocks or Sport Betting?,0,2022-10-13
0.402,0.598,0,-0.8677,What exactly is going to cause the recession ? There is no subprime mortgages this time . Why is everyone screaming recession?,-1,2022-10-13
0,0.317,0.683,0.5106,Thank you for playing,1,2022-10-13
0.362,0.638,0,-0.5267,Powell opens probe into Bostic’s trade violations.,-1,2022-10-13
0,1,0,0,TILRAY BRANDS CEO Speaking about legalization.,0,2022-10-13
0,1,0,0,Technical analysis,0,2022-10-13
0,1,0,0,Yahoo thinks Wendy’s is a meme stock because of its mentions on WSB.,0,2022-10-13
0.152,0.848,0,-0.3612,Took a trip to an art gallery to get my mind off the market volatility. Unsuccessful.,-1,2022-10-13
0,1,0,0,🔮WallStreetBets Predictions Tournament for October 2022🔮,0,2022-10-13
0,1,0,0,I don't see why not.,0,2022-10-13
0,1,0,0,"Y'all called it one day too early, PUT options before market closes",0,2022-10-13
0,1,0,0,Back to the Future,0,2022-10-13
0,1,0,0,$twtr $TSLA burnt hair,0,2022-10-13
0,1,0,0,Has anyone elver used alt data?,0,2022-10-13
0,0.161,0.839,0.6369,"Please red, thanks.",1,2022-10-13
0.375,0.625,0,-0.34,Round up the usual suspects,-1,2022-10-13
0,0.66,0.34,0.9432,One of my best trades ever. Definitely the most satisfying since it dropped by 50% within an hour of selling my last contracts. I’m slowly learning that profit is better than the “moon or Wendy’s” mentality.,1,2022-10-13
0.437,0.563,0,-0.4767,Bank earnings worse than expected?,-1,2022-10-13
0,1,0,0,Kang month so far 🦘,0,2022-10-13
0,1,0,0,Interesting...,0,2022-10-13
0.213,0.651,0.136,-0.3182,Who is a fan of 007' Aston Martin. Is it going to go bankrupt?,-1,2022-10-13
0,0.701,0.299,0.826,Good Morning My Beautiful 🌈🐻s! Here’s your daily dose of options data for 13 October 2022! CPI is at 8.2%!,1,2022-10-13
0.524,0.476,0,-0.296,I should stop gambling,-1,2022-10-13
0,0.261,0.739,0.6874,Update: YOLO on YOLO,1,2022-10-13
0,1,0,0,how it started how it's going,0,2022-10-13
0,1,0,0,This truck is gonna roll downhill real fast. Puts on Nikola,0,2022-10-13
0,1,0,0,Anybody else have SPY Puts today? 😒,0,2022-10-13
0,1,0,0,Are you still holding BBBY?,0,2022-10-13
0,1,0,0,Systematic Trend Following Trading,0,2022-10-13
0,1,0,0,Bank of England to pension funds holding Gilts on Friday:,0,2022-10-13
0,0.605,0.395,0.504,Why? Can you explain me? Thanks,1,2022-10-13
0,0.741,0.259,0.2732,Shout out to the yolo calls today,1,2022-10-13
0,0.341,0.659,0.7003,Let me enjoy my growth.,1,2022-10-13
0,0.866,0.134,0.4767,2k -> 32k in 3 months. Not life changing money but decent gains. I'm eyeing that 1 million mark one day. PORTFOLIO UPDATE.,1,2022-10-13
0.367,0.633,0,-0.4404,When my SPY puts expire worthless.,-1,2022-10-13
0.383,0.455,0.162,-0.5267,"Warning to anyone that still uses RH like me, a Tard",-1,2022-10-13
0,1,0,0,Typing a bunch of rocket emojis,0,2022-10-13
0,0.727,0.273,0.308,ITS NOT A LOSS IF YOU DONT SELL! 🤡,1,2022-10-13
0,1,0,0,Bollinger band 🚨🥰🥰,0,2022-10-13
0,1,0,0,Light it up Powell,0,2022-10-13
0.211,0.556,0.233,0.1027,"Hey, assholes. What’s the best way to give hedgies all my money?",0,2022-10-13
0,1,0,0,"So, anyone shorting Extreme Networks?",0,2022-10-13
0,0.545,0.455,0.3612,I like butt stuff too,1,2022-10-13
0,0.514,0.486,0.4278,BBBY 2024 BONDS YOLO,1,2022-10-13
0,1,0,0,Discount sale of the year,0,2022-10-13
0,1,0,0,tqqq straddles?,0,2022-10-13
0,0,1,0.34,Ha,1,2022-10-13
0,1,0,0,SPY TARGET 350 hit 🎯 🌈 🐻,0,2022-10-13
0,1,0,0,Do we go down???,0,2022-10-13
0,1,0,0,Maybe I should find a new hobby,0,2022-10-13
0,1,0,0,Just to let you guys know,0,2022-10-13
0,1,0,0,Activision will receive antitrust decision from EU and US regulators on November 8th,0,2022-10-13
0,1,0,0,SP500 Heatmap,0,2022-10-13
0,0.467,0.533,0.6908,i have learned to accept these wise words,1,2022-10-13
0,1,0,0,Bond yields today,0,2022-10-13
0,1,0,0,Which one of you degens sold Trevor Milton a house in exchange for NKLA options?,0,2022-10-13
0.167,0.833,0,-0.4215,NASDAQ every time we broke the MA200 in the past. Will be this time different ?,-1,2022-10-13
0.287,0.604,0.109,-0.5197,DOW NEW TREND COMING UP dont miss out you assholes,-1,2022-10-13
0,1,0,0,Generational Market Move,0,2022-10-13
0,0.706,0.294,0.3612,Whose got their puts ready for tomorrow?,1,2022-10-13
0,1,0,0,Me,0,2022-10-13
0,1,0,0,Doctor! There is still life in this market! Buy the heartbeat!,0,2022-10-13
0,0.811,0.189,0.2732,Oh my god I was right again… (swipe to see DD),1,2022-10-13
0.1,0.818,0.082,-0.128,Bought a share of Union Pacific cause I know a lot of you goobers are gonna end up riding the rails after you lose all your money,0,2022-10-13
0,1,0,0,Fed discusses their new inflation tools at next FOMC,0,2022-10-13
0,1,0,0,Will That Coin go back up in price soon?,0,2022-10-13
0,1,0,0,"META after October, META go back to 100 after Nov 2nd",0,2022-10-13
0,0.596,0.404,0.5242,Hoping my calls for Monday print!!🤷😱🤣,1,2022-10-13
0,1,0,0,2024 leap calls.,0,2022-10-13
0.271,0.729,0,-0.3818,"As you bulls and bears fight, you're overlooking...",-1,2022-10-13
0.315,0.685,0,-0.3182,made money and then lost it,-1,2022-10-13
0.574,0.426,0,-0.4019,PayPal rather stubborn,-1,2022-10-13
0,1,0,0,bull market,0,2022-10-13
0,1,0,0,Only .01% of us can speak of this,0,2022-10-13
0,1,0,0,Went balls deep full port on calls today ~$140k. I think atleast 2 out of 3 hit big.,0,2022-10-13
0,0.543,0.457,0.6369,Elon doing what Elon does best,1,2022-10-13
0.359,0.641,0,-0.4215,The Useless sanctions are back again...,-1,2022-10-13
0,0.588,0.412,0.6369,whats the best stock app out there..?,1,2022-10-13
0,1,0,0,The Reverse Rug Pull,0,2022-10-13
0,0.794,0.206,0.431,Weekly log... not bad for being on vacation 3 out of the 5 days,1,2022-10-13
0.459,0.541,0,-0.5267,This is gonna hurt tomorrow.,-1,2022-10-13
0,0.323,0.677,0.2732,YOLO $PBR,1,2022-10-13
0,1,0,0,Every time...,0,2022-10-13
0,1,0,0,$SPY calls printing for me,0,2022-10-13
0,1,0,0,Just in case y’all were wondering if there’s still bag holders,0,2022-10-13
0,1,0,0,Will I be able to pull myself out? Tune in next week to find out.,0,2022-10-13
0,1,0,0,CPI 8.2% for the month of September (vs 8.1% expected),0,2022-10-13
0.319,0.459,0.222,-0.3094,better than 99%? wtf are you regtards doing?,-1,2022-10-13
0,1,0,0,TSLA: how do I trade this due to the break above and below trend (see circle),0,2022-10-13
0.535,0.465,0,-0.3182,CGC Loss Porn,-1,2022-10-13
0,1,0,0,Cramer porno just dropped,0,2022-10-13
0,1,0,0,Packers+ 1400- 1500 px,0,2022-10-13
0.216,0.64,0.144,-0.2263,The long-term case of why PayPal is in significant trouble,-1,2022-10-13
0,1,0,0,The Daily Life of Technical Anal-ysts,0,2022-10-13
0,1,0,0,Valerie Gastaldy's view on the S&P500.,0,2022-10-13
0.503,0.497,0,-0.4648,Double standards. SMH Feds,-1,2022-10-13
0,1,0,0,Does wsb have an equivalent to a 4chan btard?,0,2022-10-13
0,1,0,0,Buy The Dip,0,2022-10-13
0.157,0.638,0.204,0.0258,a true comeback story swung 40k in calls woke up negative 23k earned it all back on momentum plays,0,2022-10-13
0,1,0,0,Need some copium…,0,2022-10-13
0,0.58,0.42,0.4404,How to impress your inlaws,1,2022-10-13
0,1,0,0,🤦‍♂️,0,2022-10-13
0.872,0.128,0,-0.7783,I'm a dumb ass.,-1,2022-10-13
0,1,0,0,RIP bers 🪦,0,2022-10-13
0,1,0,0,So I got caught with my after hours trading still on and the company announced a split. I’ve been holding for a few days since then but now I’m thinking if I should go ahead and jump ship or ride the wave,0,2022-10-13
0.039,0.687,0.274,0.862,Tesla chart - MMsHedge system. Hindsight is like a gift from the gods so not pretending like Tesla was being tracked real time. How the MMsHedge system calls it in retrospect. Entry points look good??,1,2022-10-13
0,1,0,0,CSX earnings next Thursday. Thoughts?,0,2022-10-13
0,1,0,0,SOXS etf,0,2022-10-13
0,1,0,0,tesla rn,0,2022-10-13
0,1,0,0,Do literally anything that makes sense! Market…,0,2022-10-13
0,1,0,0,Robinhood Account - Taxes,0,2022-10-13
0,1,0,0,when I give financial advice and you ask about my DD,0,2022-10-13
0.348,0.652,0,-0.4939,Why is this photo mad random 🤣🤣,-1,2022-10-13
0,1,0,0,Rip the bandaid off,0,2022-10-13
0,1,0,0,"does a child prodigy, ponzi scheme mastermind belong here?",0,2022-10-13
0.241,0.759,0,-0.5859,"Founder of Nikola Is Convicted of Fraud. Ladies and Gentleman, we got him",-1,2022-10-13
0,1,0,0,should i tell them?,0,2022-10-13
0,0.667,0.333,0.3612,What it's like trading 0dte SPX,1,2022-10-13
0,1,0,0,Maybe with ketchup...,0,2022-10-13
0,1,0,0,Don’t short the hole…,0,2022-10-13
0,1,0,0,CPI sold puts at open and switched to calls. goal is $300 - $3000,0,2022-10-13
0.23,0.4,0.37,0.34,Celebrate my first big loss 🎉🎉,1,2022-10-13
0,1,0,0,Stock market summary from past few weeks,0,2022-10-13
0,1,0,0,Oh jheez i wonder why inflation is out of control…,0,2022-10-13
0,0.545,0.455,0.3612,Ready for CPI 🥵🥵🥵,1,2022-10-13
0,1,0,0,Inflation has peaked in June 2022 because slope of the curve has started decreasing. ( 4 data pts construction ),0,2022-10-13
0,1,0,0,"Perhaps, maybe, we are crashing?",0,2022-10-13
0.385,0.615,0,-0.3612,The Dow Man Strikes Again,-1,2022-10-13
0,1,0,0,yes...,0,2022-10-13
0,0.654,0.346,0.6486,"TSM Reports Record Profit, Gains Exemption From U.S. Chip Curbs on China",1,2022-10-13
0,1,0,0,Tommy Tuberville with numerous large stock trades on October 12th,0,2022-10-13
0,0.392,0.608,0.7351,Hope tomorrow is just as fun,1,2022-10-13
0,1,0,0,You f*cks are breaking the market (Twitter thread),0,2022-10-13
0,1,0,0,$8.5k index PUTS printer coming after 🔥 CPI numbers.,0,2022-10-13
0,1,0,0,Phew! Thought I was a goner for a second!,0,2022-10-13
0.243,0.473,0.284,0.1531,I love watching the market shit 400 points in a minute,0,2022-10-13
0,1,0,0,My last $35.,0,2022-10-13
0.302,0.698,0,-0.3818,How to deal with each losing trade,-1,2022-10-13
0,0.746,0.254,0.6249,10-year Treasury yield jumps back above 4% after CPI tops expectations.. can inflation be controlled? $wba $blk,1,2022-10-13
0,1,0,0,Financial Times: We can’t believe we’re writing this ...,0,2022-10-13
0,0.69,0.31,0.5574,Data shows AMC insiders got rich off retail traders,1,2022-10-13
0.357,0.643,0,-0.4173,Is every government really that clueless?,-1,2022-10-13
0,1,0,0,Which one of you is this?? Legendary.,0,2022-10-13
0.21,0.79,0,-0.3382,CPI: 8.2% instead of 8.1% expected. SPY touches a new low!,-1,2022-10-13
0,0.844,0.156,0.5719,All red today - but the Hyper Efficient Market has the new cheap workers for MCD and Dominos Pizza already priced in.,1,2022-10-13
0,1,0,0,Can you start a GoFundMe for 10 dollars? Really need this rn (Short tomorrow + Brit),0,2022-10-13
0,1,0,0,Netflix will charge $6.99 a month for new ad-supported plan starting Nov. 3 in U.S.,0,2022-10-13
0,0.706,0.294,0.6784,Bueno Dias Apeius Regardus! Here are CPI estimates! Happy CPI day tomorrow!,1,2022-10-13
0,1,0,0,Think I'm gonna take a break....,0,2022-10-13
0,1,0,0,2021-2022,0,2022-10-13
0,0.649,0.351,0.4019,Sometimes help comes from unexpected places,1,2022-10-13
0,1,0,0,MegaCrash or I apply at Wendys,0,2022-10-13
0,0.667,0.333,0.3612,Quant (QNT) is ready to GO?,1,2022-10-13
0,1,0,0,real talk,0,2022-10-13
